idciudadvotacion,NombreCiudad,idProvincia,NombreProvincia,idmun,NombreMunicipio,idpersona,idsexo,Des_sexo,edad
2,La Paz,7,Franz Tamayo,1,Apolo,2301061,2,Femenino,29
2,La Paz,7,Franz Tamayo,1,Apolo,2303855,1,Masculino,38
2,La Paz,7,Franz Tamayo,1,Apolo,2326998,1,Masculino,27
2,La Paz,7,Franz Tamayo,1,Apolo,2373025,1,Masculino,32
2,La Paz,7,Franz Tamayo,1,Apolo,2422979,2,Femenino,33
2,La Paz,7,Franz Tamayo,1,Apolo,2429699,1,Masculino,32
2,La Paz,7,Franz Tamayo,1,Apolo,2480907,2,Femenino,38
2,La Paz,7,Franz Tamayo,1,Apolo,2860061,1,Masculino,27
2,La Paz,7,Franz Tamayo,1,Apolo,2860330,1,Masculino,38
2,La Paz,7,Franz Tamayo,1,Apolo,2868299,2,Femenino,24
2,La Paz,2,Omasuyos,1,Achacachi,1626732,1,Masculino,37
2,La Paz,2,Omasuyos,1,Achacachi,1650145,2,Femenino,54
2,La Paz,2,Omasuyos,1,Achacachi,100129,2,Femenino,49
2,La Paz,2,Omasuyos,1,Achacachi,1859268,1,Masculino,34
2,La Paz,2,Omasuyos,1,Achacachi,2137113,1,Masculino,25
2,La Paz,2,Omasuyos,1,Achacachi,2232991,2,Femenino,24
2,La Paz,2,Omasuyos,3,Chua Cocani,2283413,2,Femenino,26
2,La Paz,9,Loayza,5,Cairoma,1476487,2,Femenino,49
2,La Paz,10,Inquisivi,1,Inquisivi,7740755,2,Femenino,25
2,La Paz,10,Inquisivi,1,Inquisivi,2098173,2,Femenino,25
2,La Paz,10,Inquisivi,1,Inquisivi,2884730,1,Masculino,25
2,La Paz,6,Larecaja,2,Guanay,11966650,1,Masculino,50
2,La Paz,9,Loayza,1,Luribay,10817719,1,Masculino,34
2,La Paz,9,Loayza,1,Luribay,10541010,1,Masculino,24
2,La Paz,9,Loayza,2,Sapahaqui,1438965,2,Femenino,80
2,La Paz,9,Loayza,2,Sapahaqui,1797249,1,Masculino,30
2,La Paz,9,Loayza,2,Sapahaqui,2266452,1,Masculino,25
2,La Paz,9,Loayza,2,Sapahaqui,2266466,1,Masculino,28
2,La Paz,2,Omasuyos,4,Huarina,737663,1,Masculino,33
2,La Paz,2,Omasuyos,4,Huarina,741607,1,Masculino,35
2,La Paz,2,Omasuyos,4,Huarina,1961966,1,Masculino,82
2,La Paz,2,Omasuyos,4,Huarina,2291052,1,Masculino,34
2,La Paz,5,Muñecas,3,Aucapata,718458,2,Femenino,86
2,La Paz,5,Muñecas,3,Aucapata,727917,2,Femenino,83
2,La Paz,5,Muñecas,3,Aucapata,729139,1,Masculino,70
2,La Paz,8,Ingavi,6,Jesús de Machaka,11988395,2,Femenino,59
2,La Paz,8,Ingavi,5,La (Marka) San Andrés de Machaca,1074552,1,Masculino,86
2,La Paz,8,Ingavi,1,Viacha,1794941,1,Masculino,40
2,La Paz,8,Ingavi,6,Jesús de Machaka,1785967,2,Femenino,53
2,La Paz,11,Sud Yungas,1,Chulumani,1122297,2,Femenino,45
2,La Paz,11,Sud Yungas,1,Chulumani,1138460,2,Femenino,52
2,La Paz,11,Sud Yungas,1,Chulumani,2307732,1,Masculino,45
2,La Paz,11,Sud Yungas,1,Chulumani,9780393,2,Femenino,43
2,La Paz,11,Sud Yungas,1,Chulumani,781998,1,Masculino,76
2,La Paz,11,Sud Yungas,1,Chulumani,2878277,1,Masculino,26
2,La Paz,11,Sud Yungas,1,Chulumani,798227,1,Masculino,52
2,La Paz,10,Inquisivi,4,Colquiri,2832603,1,Masculino,31
2,La Paz,3,Pacajes,1,Corocoro,1064106,1,Masculino,87
2,La Paz,3,Pacajes,1,Corocoro,2640240,1,Masculino,43
2,La Paz,11,Sud Yungas,4,Palos Blancos,1471190,2,Femenino,51
2,La Paz,11,Sud Yungas,4,Palos Blancos,1505300,1,Masculino,40
2,La Paz,4,Camacho,5,Escoma,724842,1,Masculino,70
2,La Paz,4,Camacho,5,Escoma,1069489,2,Femenino,43
2,La Paz,4,Camacho,5,Escoma,1604135,2,Femenino,90
2,La Paz,4,Camacho,5,Escoma,1629808,1,Masculino,31
2,La Paz,4,Camacho,5,Escoma,2226389,1,Masculino,44
2,La Paz,10,Inquisivi,3,Cajuata,1628150,1,Masculino,54
2,La Paz,10,Inquisivi,3,Cajuata,1808896,1,Masculino,58
2,La Paz,10,Inquisivi,3,Cajuata,1809231,2,Femenino,51
2,La Paz,10,Inquisivi,3,Cajuata,2174718,1,Masculino,27
2,La Paz,10,Inquisivi,3,Cajuata,2197395,1,Masculino,26
2,La Paz,10,Inquisivi,3,Cajuata,2650321,1,Masculino,37
2,La Paz,10,Inquisivi,3,Cajuata,2863655,1,Masculino,49
2,La Paz,13,Aroma,5,Patacamaya,1834032,1,Masculino,32
2,La Paz,13,Aroma,5,Patacamaya,8768972,1,Masculino,37
2,La Paz,13,Aroma,6,Colquencha,228163,1,Masculino,25
2,La Paz,13,Aroma,6,Colquencha,1370160,1,Masculino,29
2,La Paz,7,Franz Tamayo,1,Apolo,2878563,1,Masculino,29
2,La Paz,7,Franz Tamayo,1,Apolo,8237247,2,Femenino,31
2,La Paz,7,Franz Tamayo,1,Apolo,10870214,1,Masculino,25
2,La Paz,11,Sud Yungas,4,Palos Blancos,716554,1,Masculino,73
2,La Paz,11,Sud Yungas,4,Palos Blancos,727031,1,Masculino,40
2,La Paz,11,Sud Yungas,4,Palos Blancos,2026327,1,Masculino,39
2,La Paz,11,Sud Yungas,4,Palos Blancos,2209278,1,Masculino,25
2,La Paz,12,Los Andes,3,Batallas,1141503,2,Femenino,34
2,La Paz,12,Los Andes,3,Batallas,1148552,2,Femenino,50
2,La Paz,2,Omasuyos,1,Achacachi,1624850,1,Masculino,71
2,La Paz,2,Omasuyos,1,Achacachi,1631904,2,Femenino,86
2,La Paz,6,Larecaja,3,Tacacoma,1447364,1,Masculino,93
2,La Paz,6,Larecaja,6,Tipuani,2036180,2,Femenino,55
2,La Paz,7,Franz Tamayo,1,Apolo,158517,1,Masculino,26
2,La Paz,7,Franz Tamayo,1,Apolo,171151,1,Masculino,24
2,La Paz,7,Franz Tamayo,1,Apolo,171366,1,Masculino,58
2,La Paz,7,Franz Tamayo,1,Apolo,1114871,1,Masculino,84
2,La Paz,7,Franz Tamayo,1,Apolo,1123910,2,Femenino,56
2,La Paz,7,Franz Tamayo,1,Apolo,1144934,1,Masculino,86
2,La Paz,7,Franz Tamayo,1,Apolo,1146157,1,Masculino,40
2,La Paz,7,Franz Tamayo,1,Apolo,1153107,1,Masculino,78
2,La Paz,7,Franz Tamayo,1,Apolo,1153343,1,Masculino,94
2,La Paz,7,Franz Tamayo,1,Apolo,1154411,1,Masculino,51
2,La Paz,7,Franz Tamayo,1,Apolo,1592698,1,Masculino,51
2,La Paz,7,Franz Tamayo,1,Apolo,1599329,1,Masculino,41
2,La Paz,7,Franz Tamayo,1,Apolo,1612986,1,Masculino,46
2,La Paz,7,Franz Tamayo,1,Apolo,1778106,1,Masculino,90
2,La Paz,7,Franz Tamayo,1,Apolo,1782952,1,Masculino,34
2,La Paz,7,Franz Tamayo,1,Apolo,1820552,1,Masculino,95
2,La Paz,7,Franz Tamayo,1,Apolo,2025397,1,Masculino,30
2,La Paz,7,Franz Tamayo,1,Apolo,2029628,1,Masculino,30
2,La Paz,7,Franz Tamayo,1,Apolo,2046174,1,Masculino,36
2,La Paz,7,Franz Tamayo,1,Apolo,2054660,1,Masculino,31
2,La Paz,7,Franz Tamayo,1,Apolo,2088339,1,Masculino,28
2,La Paz,7,Franz Tamayo,1,Apolo,2088805,2,Femenino,32
2,La Paz,7,Franz Tamayo,1,Apolo,2089656,1,Masculino,27
2,La Paz,7,Franz Tamayo,1,Apolo,2183048,1,Masculino,27
2,La Paz,7,Franz Tamayo,1,Apolo,2300568,1,Masculino,42
2,La Paz,7,Franz Tamayo,1,Apolo,2301155,1,Masculino,51
2,La Paz,7,Franz Tamayo,1,Apolo,2301453,1,Masculino,26
2,La Paz,7,Franz Tamayo,1,Apolo,2304095,2,Femenino,50
2,La Paz,7,Franz Tamayo,1,Apolo,2326976,1,Masculino,24
2,La Paz,7,Franz Tamayo,1,Apolo,2327274,1,Masculino,26
2,La Paz,7,Franz Tamayo,1,Apolo,2327327,1,Masculino,25
2,La Paz,7,Franz Tamayo,1,Apolo,2569055,1,Masculino,45
2,La Paz,7,Franz Tamayo,1,Apolo,2626194,1,Masculino,36
2,La Paz,7,Franz Tamayo,1,Apolo,2657314,1,Masculino,41
2,La Paz,7,Franz Tamayo,1,Apolo,9111953,1,Masculino,50
2,La Paz,7,Franz Tamayo,1,Apolo,10867244,1,Masculino,34
2,La Paz,7,Franz Tamayo,1,Apolo,10871275,2,Femenino,27
2,La Paz,3,Pacajes,1,Corocoro,1830448,1,Masculino,46
2,La Paz,7,Franz Tamayo,2,Pelechuco,2259826,1,Masculino,26
2,La Paz,11,Sud Yungas,4,Palos Blancos,180141,1,Masculino,47
2,La Paz,11,Sud Yungas,4,Palos Blancos,1413136,1,Masculino,38
2,La Paz,11,Sud Yungas,4,Palos Blancos,2285443,1,Masculino,30
2,La Paz,11,Sud Yungas,4,Palos Blancos,2679642,1,Masculino,30
2,La Paz,11,Sud Yungas,4,Palos Blancos,11973244,2,Femenino,24
2,La Paz,9,Loayza,1,Luribay,2296460,2,Femenino,51
2,La Paz,9,Loayza,2,Sapahaqui,1463761,1,Masculino,39
2,La Paz,9,Loayza,2,Sapahaqui,1800147,1,Masculino,77
2,La Paz,2,Omasuyos,1,Achacachi,717298,1,Masculino,51
2,La Paz,2,Omasuyos,1,Achacachi,717583,2,Femenino,78
2,La Paz,2,Omasuyos,1,Achacachi,1058798,2,Femenino,91
2,La Paz,2,Omasuyos,1,Achacachi,1596238,2,Femenino,82
2,La Paz,2,Omasuyos,1,Achacachi,1828327,1,Masculino,86
2,La Paz,2,Omasuyos,1,Achacachi,1830299,1,Masculino,32
2,La Paz,2,Omasuyos,1,Achacachi,2134897,2,Femenino,25
2,La Paz,2,Omasuyos,1,Achacachi,2188394,1,Masculino,29
2,La Paz,2,Omasuyos,1,Achacachi,2253372,1,Masculino,51
2,La Paz,2,Omasuyos,1,Achacachi,2881881,1,Masculino,24
2,La Paz,2,Omasuyos,1,Achacachi,100857,1,Masculino,23
2,La Paz,10,Inquisivi,1,Inquisivi,1066903,1,Masculino,85
2,La Paz,10,Inquisivi,1,Inquisivi,1081694,2,Femenino,80
2,La Paz,10,Inquisivi,1,Inquisivi,2884755,1,Masculino,26
2,La Paz,12,Los Andes,1,Pucarani,818408,2,Femenino,90
2,La Paz,2,Omasuyos,1,Achacachi,147068,2,Femenino,25
2,La Paz,2,Omasuyos,1,Achacachi,1731561,2,Femenino,91
2,La Paz,2,Omasuyos,1,Achacachi,9186104,2,Femenino,45
2,La Paz,2,Omasuyos,4,Huarina,826062,2,Femenino,33
2,La Paz,2,Omasuyos,4,Huarina,2286583,1,Masculino,29
2,La Paz,5,Muñecas,3,Aucapata,728077,2,Femenino,80
2,La Paz,5,Muñecas,3,Aucapata,2025480,1,Masculino,44
2,La Paz,6,Larecaja,2,Guanay,1501146,1,Masculino,91
2,La Paz,6,Larecaja,2,Guanay,2229038,1,Masculino,26
2,La Paz,6,Larecaja,7,Mapiri,826732,2,Femenino,74
2,La Paz,6,Larecaja,7,Mapiri,1945564,2,Femenino,82
2,La Paz,6,Larecaja,7,Mapiri,1945681,2,Femenino,90
2,La Paz,6,Larecaja,7,Mapiri,2048295,1,Masculino,85
2,La Paz,6,Larecaja,7,Mapiri,2280297,1,Masculino,25
2,La Paz,6,Larecaja,7,Mapiri,2294637,2,Femenino,55
2,La Paz,6,Larecaja,7,Mapiri,2639615,1,Masculino,36
2,La Paz,6,Larecaja,7,Mapiri,2884070,2,Femenino,24
2,La Paz,6,Larecaja,7,Mapiri,11271954,1,Masculino,26
2,La Paz,6,Larecaja,7,Mapiri,11356103,2,Femenino,31
2,La Paz,2,Omasuyos,6,Huatajata,829974,2,Femenino,71
2,La Paz,2,Omasuyos,6,Huatajata,1306961,2,Femenino,40
2,La Paz,2,Omasuyos,5,Santiago de Huata,8651308,2,Femenino,22
2,La Paz,5,Muñecas,1,Chuma,709576,1,Masculino,80
2,La Paz,5,Muñecas,1,Chuma,710512,2,Femenino,93
2,La Paz,5,Muñecas,1,Chuma,711299,1,Masculino,78
2,La Paz,5,Muñecas,1,Chuma,1789970,1,Masculino,96
2,La Paz,5,Muñecas,1,Chuma,2040254,2,Femenino,87
2,La Paz,3,Pacajes,1,Corocoro,706868,2,Femenino,97
2,La Paz,3,Pacajes,2,Caquiaviri,130690,1,Masculino,33
2,La Paz,3,Pacajes,2,Caquiaviri,838279,2,Femenino,44
2,La Paz,3,Pacajes,2,Caquiaviri,11906628,2,Femenino,74
2,La Paz,3,Pacajes,2,Caquiaviri,11961346,2,Femenino,52
2,La Paz,7,Franz Tamayo,1,Apolo,1150318,2,Femenino,90
2,La Paz,7,Franz Tamayo,1,Apolo,2302857,1,Masculino,31
2,La Paz,9,Loayza,3,Yaco,1789838,2,Femenino,58
2,La Paz,8,Ingavi,6,Jesús de Machaka,1139569,1,Masculino,40
2,La Paz,8,Ingavi,6,Jesús de Machaka,2050535,2,Femenino,79
2,La Paz,9,Loayza,1,Luribay,1459030,2,Femenino,86
2,La Paz,11,Sud Yungas,2,Irupana,10728534,1,Masculino,31
2,La Paz,11,Sud Yungas,3,Yanacachi,1853025,1,Masculino,72
2,La Paz,11,Sud Yungas,3,Yanacachi,2470051,1,Masculino,48
2,La Paz,11,Sud Yungas,3,Yanacachi,9109562,1,Masculino,28
2,La Paz,12,Los Andes,1,Pucarani,825862,2,Femenino,89
2,La Paz,12,Los Andes,1,Pucarani,8714663,1,Masculino,25
2,La Paz,4,Camacho,2,Mocomoco,1623097,2,Femenino,81
2,La Paz,4,Camacho,2,Mocomoco,1626473,1,Masculino,36
2,La Paz,4,Camacho,2,Mocomoco,10444588,2,Femenino,34
2,La Paz,4,Camacho,2,Mocomoco,1596204,2,Femenino,39
2,La Paz,4,Camacho,2,Mocomoco,1597693,1,Masculino,101
2,La Paz,4,Camacho,2,Mocomoco,1603962,1,Masculino,92
2,La Paz,4,Camacho,2,Mocomoco,1623365,1,Masculino,77
2,La Paz,4,Camacho,2,Mocomoco,1625354,2,Femenino,74
2,La Paz,10,Inquisivi,5,Ichoca,1428512,1,Masculino,86
2,La Paz,10,Inquisivi,5,Ichoca,1825483,2,Femenino,56
2,La Paz,10,Inquisivi,5,Ichoca,1919875,2,Femenino,94
2,La Paz,10,Inquisivi,5,Ichoca,1073491,2,Femenino,57
2,La Paz,13,Aroma,1,Sicasica,1788900,2,Femenino,33
2,La Paz,13,Aroma,1,Sicasica,2236479,1,Masculino,36
2,La Paz,13,Aroma,1,Sicasica,2845364,1,Masculino,41
2,La Paz,2,Omasuyos,1,Achacachi,823639,1,Masculino,43
2,La Paz,2,Omasuyos,1,Achacachi,2253072,1,Masculino,25
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,790466,2,Femenino,88
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,2305299,1,Masculino,26
2,La Paz,12,Los Andes,1,Pucarani,10289445,1,Masculino,30
2,La Paz,12,Los Andes,1,Pucarani,10712205,1,Masculino,51
2,La Paz,17,Manco Kapac,2,San Pedro de Tiquina,1075997,1,Masculino,81
2,La Paz,17,Manco Kapac,2,San Pedro de Tiquina,2297077,1,Masculino,30
2,La Paz,17,Manco Kapac,3,Tito Yupanqui,11980479,1,Masculino,36
2,La Paz,18,Gualberto Villarroel,1,San Pedro de Curahuara,1801636,2,Femenino,78
2,La Paz,18,Gualberto Villarroel,1,San Pedro de Curahuara,1814219,1,Masculino,86
2,La Paz,18,Gualberto Villarroel,1,San Pedro de Curahuara,2555032,2,Femenino,31
2,La Paz,10,Inquisivi,3,Cajuata,775705,2,Femenino,36
2,La Paz,10,Inquisivi,3,Cajuata,11965371,1,Masculino,25
2,La Paz,10,Inquisivi,3,Cajuata,11975350,2,Femenino,26
2,La Paz,10,Inquisivi,3,Cajuata,2222722,1,Masculino,28
2,La Paz,10,Inquisivi,4,Colquiri,1447581,2,Femenino,46
2,La Paz,10,Inquisivi,4,Colquiri,1920245,1,Masculino,33
2,La Paz,13,Aroma,3,Ayo Ayo,8611274,1,Masculino,53
2,La Paz,13,Aroma,4,Calamarca,2796419,1,Masculino,57
2,La Paz,8,Ingavi,1,Viacha,1774151,2,Femenino,38
2,La Paz,8,Ingavi,1,Viacha,1779399,2,Femenino,41
2,La Paz,8,Ingavi,1,Viacha,1865135,1,Masculino,43
2,La Paz,8,Ingavi,1,Viacha,1938972,2,Femenino,39
2,La Paz,8,Ingavi,1,Viacha,2255603,1,Masculino,24
2,La Paz,8,Ingavi,1,Viacha,2260251,1,Masculino,25
2,La Paz,8,Ingavi,1,Viacha,2304854,2,Femenino,24
2,La Paz,8,Ingavi,1,Viacha,2305690,2,Femenino,25
2,La Paz,8,Ingavi,1,Viacha,2305708,1,Masculino,24
2,La Paz,8,Ingavi,1,Viacha,2307598,2,Femenino,26
2,La Paz,8,Ingavi,1,Viacha,2557932,1,Masculino,39
2,La Paz,8,Ingavi,1,Viacha,2626837,1,Masculino,38
2,La Paz,8,Ingavi,1,Viacha,2681204,2,Femenino,31
2,La Paz,8,Ingavi,1,Viacha,2873549,1,Masculino,27
2,La Paz,8,Ingavi,1,Viacha,2909563,1,Masculino,25
2,La Paz,8,Ingavi,1,Viacha,2909631,1,Masculino,25
2,La Paz,8,Ingavi,1,Viacha,8398872,1,Masculino,26
2,La Paz,8,Ingavi,1,Viacha,8819224,1,Masculino,22
2,La Paz,8,Ingavi,1,Viacha,9426055,1,Masculino,27
2,La Paz,8,Ingavi,1,Viacha,9444222,1,Masculino,23
2,La Paz,8,Ingavi,1,Viacha,10535210,2,Femenino,31
2,La Paz,8,Ingavi,1,Viacha,10616970,2,Femenino,46
2,La Paz,8,Ingavi,1,Viacha,10916775,1,Masculino,54
2,La Paz,5,Muñecas,3,Aucapata,706745,1,Masculino,55
2,La Paz,5,Muñecas,3,Aucapata,1791500,2,Femenino,40
2,La Paz,5,Muñecas,3,Aucapata,118247,1,Masculino,24
2,La Paz,5,Muñecas,3,Aucapata,711107,2,Femenino,121
2,La Paz,8,Ingavi,1,Viacha,8997866,1,Masculino,59
2,La Paz,3,Pacajes,8,Santiago de Callapa,1488736,2,Femenino,92
2,La Paz,3,Pacajes,8,Santiago de Callapa,1490339,2,Femenino,32
2,La Paz,3,Pacajes,8,Santiago de Callapa,1500468,1,Masculino,32
2,La Paz,3,Pacajes,8,Santiago de Callapa,1882497,2,Femenino,82
2,La Paz,3,Pacajes,8,Santiago de Callapa,10961795,2,Femenino,48
2,La Paz,11,Sud Yungas,5,La Asunta,11377003,1,Masculino,26
2,La Paz,11,Sud Yungas,5,La Asunta,11965212,2,Femenino,24
2,La Paz,13,Aroma,5,Patacamaya,121892,1,Masculino,24
2,La Paz,13,Aroma,5,Patacamaya,2312295,1,Masculino,26
2,La Paz,13,Aroma,5,Patacamaya,2909613,1,Masculino,28
2,La Paz,8,Ingavi,1,Viacha,8733128,1,Masculino,24
2,La Paz,8,Ingavi,1,Viacha,10535593,1,Masculino,47
2,La Paz,3,Pacajes,8,Santiago de Callapa,135800,1,Masculino,23
2,La Paz,3,Pacajes,8,Santiago de Callapa,10776151,1,Masculino,48
2,La Paz,3,Pacajes,8,Santiago de Callapa,1486432,1,Masculino,53
2,La Paz,3,Pacajes,8,Santiago de Callapa,10216151,2,Femenino,27
2,La Paz,11,Sud Yungas,5,La Asunta,795533,1,Masculino,90
2,La Paz,11,Sud Yungas,5,La Asunta,2146837,1,Masculino,27
2,La Paz,13,Aroma,5,Patacamaya,1422415,1,Masculino,35
2,La Paz,13,Aroma,5,Patacamaya,2084006,1,Masculino,28
2,La Paz,13,Aroma,5,Patacamaya,2620006,1,Masculino,30
2,La Paz,13,Aroma,5,Patacamaya,2907017,1,Masculino,26
2,La Paz,13,Aroma,5,Patacamaya,2907521,1,Masculino,24
2,La Paz,13,Aroma,5,Patacamaya,8741307,1,Masculino,23
2,La Paz,13,Aroma,5,Patacamaya,10225182,1,Masculino,49
2,La Paz,13,Aroma,5,Patacamaya,1453735,2,Femenino,80
2,La Paz,13,Aroma,5,Patacamaya,11483900,2,Femenino,24
2,La Paz,9,Loayza,3,Yaco,3938552,1,Masculino,27
2,La Paz,13,Aroma,3,Ayo Ayo,1467841,1,Masculino,85
2,La Paz,13,Aroma,4,Calamarca,691524,1,Masculino,57
2,La Paz,6,Larecaja,1,Sorata,2152928,2,Femenino,25
2,La Paz,9,Loayza,5,Cairoma,758465,1,Masculino,51
2,La Paz,9,Loayza,5,Cairoma,11396953,2,Femenino,45
2,La Paz,8,Ingavi,1,Viacha,768600,1,Masculino,83
2,La Paz,8,Ingavi,1,Viacha,778560,2,Femenino,31
2,La Paz,8,Ingavi,1,Viacha,779155,2,Femenino,32
2,La Paz,8,Ingavi,1,Viacha,821137,2,Femenino,39
2,La Paz,8,Ingavi,1,Viacha,1040603,2,Femenino,40
2,La Paz,8,Ingavi,1,Viacha,1045285,2,Femenino,91
2,La Paz,11,Sud Yungas,1,Chulumani,756895,1,Masculino,45
2,La Paz,11,Sud Yungas,2,Irupana,803755,2,Femenino,81
2,La Paz,11,Sud Yungas,2,Irupana,804764,2,Femenino,74
2,La Paz,10,Inquisivi,4,Colquiri,2219580,2,Femenino,25
2,La Paz,10,Inquisivi,4,Colquiri,2815931,1,Masculino,33
2,La Paz,10,Inquisivi,4,Colquiri,2847785,1,Masculino,26
2,La Paz,10,Inquisivi,4,Colquiri,2860151,2,Femenino,26
2,La Paz,10,Inquisivi,4,Colquiri,2878869,2,Femenino,27
2,La Paz,12,Los Andes,1,Pucarani,1819667,2,Femenino,93
2,La Paz,12,Los Andes,1,Pucarani,2451299,2,Femenino,38
2,La Paz,13,Aroma,1,Sicasica,111653,1,Masculino,25
2,La Paz,13,Aroma,1,Sicasica,1429818,2,Femenino,41
2,La Paz,13,Aroma,1,Sicasica,1468424,2,Femenino,87
2,La Paz,13,Aroma,1,Sicasica,2067264,2,Femenino,33
2,La Paz,13,Aroma,1,Sicasica,2249294,2,Femenino,35
2,La Paz,13,Aroma,1,Sicasica,11171916,1,Masculino,41
2,La Paz,14,Nor Yungas,1,Coroico,748333,2,Femenino,79
2,La Paz,11,Sud Yungas,2,Irupana,2872470,2,Femenino,28
2,La Paz,11,Sud Yungas,2,Irupana,750522,1,Masculino,83
2,La Paz,13,Aroma,6,Colquencha,690339,2,Femenino,91
2,La Paz,13,Aroma,6,Colquencha,2044917,2,Femenino,51
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,251871,1,Masculino,22
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,848741,2,Femenino,40
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,860354,1,Masculino,44
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,864083,2,Femenino,31
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,1185463,2,Femenino,42
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,1592109,2,Femenino,50
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,1992373,2,Femenino,72
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,2023344,2,Femenino,88
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,2328076,2,Femenino,41
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,10403942,1,Masculino,23
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,1613805,2,Femenino,84
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,1681355,1,Masculino,80
2,La Paz,1,Murillo,1,Nuestra Señora de La Paz,1741989,2,Femenino,34
2,La Paz,6,Larecaja,2,Guanay,2695908,2,Femenino,29
2,La Paz,6,Larecaja,7,Mapiri,726626,1,Masculino,49
2,La Paz,6,Larecaja,7,Mapiri,728216,1,Masculino,85
2,La Paz,6,Larecaja,7,Mapiri,828774,1,Masculino,101
2,La Paz,6,Larecaja,7,Mapiri,1945416,2,Femenino,88
2,La Paz,6,Larecaja,7,Mapiri,1945870,1,Masculino,83
2,La Paz,6,Larecaja,7,Mapiri,2295583,1,Masculino,24
2,La Paz,6,Larecaja,7,Mapiri,2347659,1,Masculino,45
2,La Paz,6,Larecaja,7,Mapiri,2481309,2,Femenino,40
2,La Paz,6,Larecaja,7,Mapiri,8660727,1,Masculino,26
2,La Paz,6,Larecaja,7,Mapiri,8735874,2,Femenino,33
2,La Paz,6,Larecaja,7,Mapiri,10196846,2,Femenino,24
2,La Paz,6,Larecaja,7,Mapiri,10196921,2,Femenino,24
2,La Paz,6,Larecaja,7,Mapiri,10196939,2,Femenino,25
2,La Paz,6,Larecaja,7,Mapiri,10196971,1,Masculino,27
2,La Paz,6,Larecaja,7,Mapiri,10197575,2,Femenino,25
2,La Paz,6,Larecaja,7,Mapiri,11373581,1,Masculino,38
2,La Paz,2,Omasuyos,6,Huatajata,2140191,2,Femenino,26
2,La Paz,5,Muñecas,1,Chuma,707624,1,Masculino,54
2,La Paz,5,Muñecas,1,Chuma,1149868,2,Femenino,109
2,La Paz,5,Muñecas,1,Chuma,1333040,2,Femenino,81
2,La Paz,5,Muñecas,1,Chuma,1986671,2,Femenino,58
2,La Paz,5,Muñecas,1,Chuma,2304636,1,Masculino,28
2,La Paz,5,Muñecas,1,Chuma,11202234,1,Masculino,26
2,La Paz,6,Larecaja,4,Quiabaya,817592,1,Masculino,83
2,La Paz,6,Larecaja,4,Quiabaya,1948149,1,Masculino,96
2,La Paz,6,Larecaja,4,Quiabaya,1948685,2,Femenino,53
2,La Paz,10,Inquisivi,3,Cajuata,1964604,1,Masculino,44
2,La Paz,10,Inquisivi,3,Cajuata,2669818,1,Masculino,36
2,La Paz,10,Inquisivi,3,Cajuata,11314024,2,Femenino,35
2,La Paz,10,Inquisivi,3,Cajuata,11980234,1,Masculino,24
2,La Paz,10,Inquisivi,4,Colquiri,1920223,2,Femenino,48
2,La Paz,4,Camacho,2,Mocomoco,130812,1,Masculino,25
2,La Paz,4,Camacho,2,Mocomoco,9108237,2,Femenino,24
2,La Paz,4,Camacho,2,Mocomoco,1601108,2,Femenino,75
2,La Paz,4,Camacho,2,Mocomoco,1600547,1,Masculino,90
2,La Paz,4,Camacho,2,Mocomoco,1601133,2,Femenino,105
2,La Paz,10,Inquisivi,4,Colquiri,1048285,2,Femenino,58
2,La Paz,6,Larecaja,7,Mapiri,11961893,1,Masculino,53
2,La Paz,11,Sud Yungas,1,Chulumani,800606,1,Masculino,76
2,La Paz,11,Sud Yungas,1,Chulumani,804441,1,Masculino,99
2,La Paz,10,Inquisivi,4,Colquiri,1478430,2,Femenino,50
2,La Paz,10,Inquisivi,5,Ichoca,693805,2,Femenino,85
2,La Paz,10,Inquisivi,6,Villa Libertad Licoma,802501,1,Masculino,56
2,La Paz,10,Inquisivi,6,Villa Libertad Licoma,2304685,1,Masculino,31
2,La Paz,11,Sud Yungas,5,La Asunta,1128536,1,Masculino,36
2,La Paz,11,Sud Yungas,5,La Asunta,1146654,2,Femenino,70
2,La Paz,11,Sud Yungas,5,La Asunta,1151225,2,Femenino,57
2,La Paz,11,Sud Yungas,5,La Asunta,2285240,1,Masculino,31
2,La Paz,11,Sud Yungas,5,La Asunta,2346967,1,Masculino,32
2,La Paz,13,Aroma,1,Sicasica,1036675,1,Masculino,52
2,La Paz,13,Aroma,1,Sicasica,1439186,2,Femenino,88
2,La Paz,4,Camacho,1,Puerto Acosta,1598924,1,Masculino,93
2,La Paz,4,Camacho,1,Puerto Acosta,1614300,2,Femenino,94
